  COMPANY NAME, MOBILE,MAIL,WEBSITE,ADRESS,,
TICON SYSTEM LIMITED,1777174791,info@ticonsys.com,www.ticonsys.com,"LEVEL# 06, HOUSE OF VERITAS, 8 GAREEB-E-NEWAZ AVENUE, SECTOR# 13, UTTARA, DHAKA- 1230",,
Times ASL Call Center Limited,222223512-13,info@timesasl.com,www.timesasl.com,"City Heart 4th floor, 67 NayaPaltan, Dhaka",,
TRAVOJET,9.63944E+20,admin@travojet.com,www.travojet.com,"Section # 12, Block # D, Road # 06, Plot # I/15-18, Pallabi, Mirpur",,
Trust Global Communications,8.80171E+12,trustglobalcommunications@gmail.com,www.trustglobalcommunications.com,"Chattogram Software Technology Park, Level # 10, Agrabad, Chattogram",,
TRY Solutions,8.80171E+12,support@trysolutions.us,trysolutions.us,"House - 29, Suite: 6, Road - 13, Sector - 14, Uttara",,
UKBS BD LIMITED,1864589945,ukbs2017@gmail.com, ,"House-2, Road No- 35, Block- D, Shahajalal Upashahar, Sylhet",,
Unified Information Technology Limited,1711958087,info@unified.xyz,www.unifiedit.xyz,"PBL Tower ( 12th Floor), 17 Gulshan North C/A, Dhaka, 1212, Bangladesh",,
Unique Consortium Ltd.,+880258157939 01711871990,uniqueconsortiumbd@gmail.com,http://uniqueconsortium.com,"55/D, 2nd Floor, R-9/A, Dhanmondi, Dhaka-1209",,
United Multimedia Skill Development Technology Ltd.,1829077648,umsdtl2019@gmail.com,www.umsdtl.com,"House # 30,Block # A, Word # 53, Diabari, Turag, Dhaka -1230",,
Universal IT,1711167756,yunushossainbd@gmail.com,www.universalit.net,"K-45/B, Moddhopara, Khilkhet",,
UpperCase Delta Limited,88028715368,uppercasedeltaltd@gmail.com,www.uppercasedelta.com,"Plot No. 479, Road No. 32, New DOHS, Mohakhali, Dhaka",,
UQEEL.com.Limited,1727444888,info@uqeel.com,www.uqeel.com,"Floorr-1, House-4A, Road-84, Gulshan-2, Dhaka-1212",,
UY Systems Ltd.,8.80259E+11,info@uysys.com,www.uysys.com,"House 259 (1st Floor), Road 19, New DOHS, Mohakhali, Dhaka 1206",,
ViaTech Limited,,Info@viatech.com.bd,www.viatech.com.bd,"PBL Tower (12th floor), Gulshan-2, Dhaka",,
Virgo Contact Center Services Limited,1713002220,info@virgocc.com,www.virgocc.com,"Kusholi Bhaban ( 6th Floor), 238/1 Rokeya Begum Sarani, West Kafrul, Sher -e-Bangla Nagar, Dhaka-1205",,
Virtual Market Solution Ltd,8.80171E+12,info@vmsl.com.bd,www.vmsl.com.bd,"House-54/A, Road-132, Gulshan-1, Dhaka-1212.",,
Viser X Limited,8.80172E+12,mjfaisal3001@gmail.com,www.viserx.com,"House-06, Road-02, Sector-11, Uttara Model Town, Dhaka, PO: 1230",,
Visiwave,1946082851,Shamim@visiwave.xyz,www.visiwave.xyz,"Orchid place, 3rd floor, Thantonia, Bogra",,
Walton Digi-Tech Industries Limited,1678028456,digicom@waltonbd.com,www.waltonbd.com,"Plot-1088, Block-I, Road: Sabrina Sobhan 5th Avenue, vatara,Basundhara R/A, Dhaka-1229.",,
Wavemakers,01716-552497,jamiul@wavemakers.xyz,www.wavemakers.xyz,"House# Ka-98/5, Mohakhali Doskinpara, Mohakhali, Dhaka.",,
Western Communication,8.80174E+12,khairulkabir00@gmail.com,www.western-call-centre.business.site,"51 Mitali, Unit B 5th Floor, Raynagar, Rajbari, Sylhet 3100",,
Whiteshell Limited,880 9666769677 880 255049677,oc@whiteshell.com.bd,https://whiteshell.com.bd/,"Plot:10(1st Floor), Road:113/A, Gulshan-2,Dhaka-1212,Banglades.",,
WINCLOUD LIMITED,9678777220,RON@WINDCLOUDBD.COM, ,"House: 52, Road: 28, Flat: A4, Gulshan 1, Dhaka.",,
Wintel Limited,8833463-64,info@wintelbd.com,www.wintelbd.com,"Corp. Add: House# 25, Road# 47, Suite A4 (4th Floor), Gulshan-2. Reg,Add: House#23, Road#113/A, Gulshan-2",,
Wire,1670595531,wirebangladesh@gmail.com,https://wiredmm.com/,"Block G, Road 5, House 40 (Oriental Abanti), Dhaka",,
Worktrooper,1776185685,info@worktrooper.com,www.worktrooper.com,"59 B.K Road Netaiganj, Narayanganj, 1400",,
WPDeveloper,02-44806340,rupok@wpdeveloper.com,http://wpdeveloper.com,"Plot 592, Rd: 08, Avenue 05, Mirpur DOHS, Dhaka.",,
XpeedStudio,8.80175E+12,ataur@xpeedstudio.com,https://xpeedstudio.com,"Amigo 14 Square, House No: 59/C-61/C, 2nd Floor, Asad Avenue Mohammadpur",,
Xubisoft Limited,8.80241E+11,fahad@xubisoft.com,www.xubisoft.com,"House-45(Level-8), Road-07, Sector-04, Uttara, Dhaka-1230.",,
XZONE IT PARK PVT.LTD.,9612461101,jobs@xzoneit.com,www.xzoneit.com,"Ranks Business Centre, Type-B, 6th floor, KA-218/2, Progoti Saroni, Kuril, Dhaka-1229.",,
ZayneTech Limited,1612173440,zaynetechlimited@gmail.com,www.zaynetech.com,"Suite: E1, House: 54/19/B, Road: 8, Baitul Aman Housing Society, Adabor",,
Zenov BPO Limited,1714023737,hr@zenov-bpo.com,http://www.zenov-bpo.com,"92/1 Motijheel Commercial Area, Dhaka - 1000",,
Zeppelin Limited,1938861300,info@zeppelinbd.com,www.zeppelinbd.com,"9, Mohakhali C/A (7th Floor)",,
Zeuz IT Limited,1623060606,info@zeuzit.com, ,"8/2, unit -2A, Block - D, Lalmatia,Dhaka 1207",,
ZUNOKS CONSULTING,9678224224,zunoks.consulting@zunoks.com,www.zunoks.com,"Head Office Address: unit: C1, 3rd Floor, House: 35/8, Road: 63, Gulshan -2, Dhaka 1212",,
